Node,TimeSlot,Average_Velocity
A,Evening,5.877704192119716
A,MidMorning,10.74552902563111
A,Morning,12.166856367198852
B,Evening,10.223769682919746
B,MidMorning,4.895118762932217
B,Morning,10.223769682919746
C,Evening,16.342401342492515
C,MidMorning,5.945848849498836
C,Morning,19.62996744124145
